position,name,title,description,semantic_type,semantic_type_basis,source_kind,section,codebook_pages,special_values,blank_meaning,temporal_role,leakage_risk,leakage_reason,competition_use,staff_question,train_missing_fraction,test_missing_fraction,missing_fraction_difference,train_unique_count,train_top_values,test_top_values,train_min,train_max,exact_duplicate_of
62,INTERNET,Internet use in the past 30 days?,Have you used the internet in the past 30 days?,binary,Two documented substantive responses,core_survey,7.18,[26],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.009773416429213587,0.009544793790398522,0.0002286226388150646,5,"[{""value"": ""1"", ""count"": 256339, ""fraction"": 0.7811998110533774}, {""value"": ""2"", ""count"": 67575, ""fraction"": 0.20593658098038917}, {""value"": ""<MISSING>"", ""count"": 3207, ""fraction"": 0.009773416429213587}, {""value"": ""9"", ""count"": 694, ""fraction"": 0.002114983162417907}, {""value"": ""7"", ""count"": 320, ""fraction"": 0.0009752083746019168}]","[{""value"": ""1.0"", ""count"": 85345, ""fraction"": 0.7802686073195038}, {""value"": ""2.0"", ""count"": 22663, ""fraction"": 0.20719699393850738}, {""value"": ""<MISSING>"", ""count"": 1044, ""fraction"": 0.009544793790398522}, {""value"": ""9.0"", ""count"": 218, ""fraction"": 0.0019930699677268944}, {""value"": ""7.0"", ""count"": 109, ""fraction"": 0.0009965349838634472}]",1.0,9.0,
63,WEIGHT2,Reported Weight in Pounds,"About how much do you weigh without shoes? (If respondent answers in metrics, put a 9 in the first column)[Round fractions up.]",continuous,Measured or calculated continuous quantity,core_survey,7.19,[27],"[{""code"": ""7777"", ""label"": ""Don’t know/Not sure""}, {""code"": ""9999"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.012025538269309887,0.011894422146847201,0.0001311161224626864,>256,[],[],50.0,9999.0,
64,HEIGHT3,Reported Height in Feet and Inches,"About how tall are you without shoes? (If respondent answers in metrics, put a 9 in the first column)[Round fractions down.]",continuous,Measured or calculated continuous quantity,core_survey,7.20,[27],"[{""code"": ""7777"", ""label"": ""Don’t know/Not sure""}, {""code"": ""9999"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.013430447833970774,0.013073807586465409,0.00035664024750536524,143,"[{""value"": ""504"", ""count"": 29461, ""fraction"": 0.0897831685129596}, {""value"": ""506"", ""count"": 29240, ""fraction"": 0.08910966522925015}, {""value"": ""505"", ""count"": 25968, ""fraction"": 0.07913815959894556}, {""value"": ""507"", ""count"": 25633, ""fraction"": 0.07811723833178418}, {""value"": ""503"", ""count"": 23697, ""fraction"": 0.07221722766544257}, {""value"": ""508"", ""count"": 23415, ""fraction"": 0.07135782528532464}, {""value"": ""502"", ""count"": 23067, ""fraction"": 0.07029728617794505}, {""value"": ""510"", ""count"": 21879, ""fraction"": 0.06667682508723544}, {""value"": ""509"", ""count"": 20511, ""fraction"": 0.06250780928581225}, {""value"": ""600"", ""count"": 20195, ""fraction"": 0.06154479101589285}]","[{""value"": ""506.0"", ""count"": 9770, ""fraction"": 0.08932244763620073}, {""value"": ""504.0"", ""count"": 9754, ""fraction"": 0.08917616727159693}, {""value"": ""505.0"", ""count"": 8645, ""fraction"": 0.07903710949999543}, {""value"": ""507.0"", ""count"": 8471, ""fraction"": 0.07744631053492901}, {""value"": ""508.0"", ""count"": 7900, ""fraction"": 0.07222593002313059}, {""value"": ""503.0"", ""count"": 7760, ""fraction"": 0.07094597683284726}, {""value"": ""502.0"", ""count"": 7712, ""fraction"": 0.07050713573903583}, {""value"": ""510.0"", ""count"": 7453, ""fraction"": 0.06813922233701168}, {""value"": ""509.0"", ""count"": 6975, ""fraction"": 0.06376909644447289}, {""value"": ""600.0"", ""count"": 6610, ""fraction"": 0.0604320756269485}]",205.0,9999.0,
65,PREGNANT,Pregnancy Status,"To your knowledge, are you now pregnant?",binary,Two documented substantive responses,core_survey,7.21,[27],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.8522803114571746,0.8518362757019172,0.00044403575525742145,5,"[{""value"": ""<MISSING>"", ""count"": 279663, ""fraction"": 0.8522803114571746}, {""value"": ""2"", ""count"": 46293, ""fraction"": 0.14107912901702044}, {""value"": ""1"", ""count"": 1813, ""fraction"": 0.005525164947353985}, {""value"": ""9"", ""count"": 213, ""fraction"": 0.0006491230743444009}, {""value"": ""7"", ""count"": 153, ""fraction"": 0.00046627150410654154}]","[{""value"": ""<MISSING>"", ""count"": 93173, ""fraction"": 0.8518362757019172}, {""value"": ""2.0"", ""count"": 15480, ""fraction"": 0.14152625275418498}, {""value"": ""1.0"", ""count"": 610, ""fraction"": 0.00557693890052021}, {""value"": ""9.0"", ""count"": 66, ""fraction"": 0.0006034065039907112}, {""value"": ""7.0"", ""count"": 50, ""fraction"": 0.00045712613938690244}]",1.0,9.0,
66,QLACTLM2,Activity Limitation Due to Health Problems,"Are you limited in any way in any activities because of physical, mental, or emotional problems?",binary,Two documented substantive responses,core_survey,7.22,[28],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.021128498940984657,0.020735241682589892,0.00039325725839476494,5,"[{""value"": ""2"", ""count"": 240039, ""fraction"": 0.7315251344720923}, {""value"": ""1"", ""count"": 78948, ""fraction"": 0.24059609611897542}, {""value"": ""<MISSING>"", ""count"": 6933, ""fraction"": 0.021128498940984657}, {""value"": ""7"", ""count"": 1338, ""fraction"": 0.004077590016304265}, {""value"": ""9"", ""count"": 877, ""fraction"": 0.0026726804516433783}]","[{""value"": ""2.0"", ""count"": 80130, ""fraction"": 0.7325903509814499}, {""value"": ""1.0"", ""count"": 26146, ""fraction"": 0.23904040080819902}, {""value"": ""<MISSING>"", ""count"": 2268, ""fraction"": 0.020735241682589892}, {""value"": ""7.0"", ""count"": 510, ""fraction"": 0.0046626866217464044}, {""value"": ""9.0"", ""count"": 325, ""fraction"": 0.0029713199060148656}]",1.0,9.0,
67,USEEQUIP,Health Problems Requiring Special Equipment,"Do you now have any health problem that requires you to use special equipment, such as a cane, a wheelchair, a special bed, or a special telephone? (Include occasional use or use in certain circumstances.)",binary,Two documented substantive responses,core_survey,7.23,[28],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.023596995139195758,0.023176295266915954,0.000420699872279804,5,"[{""value"": ""2"", ""count"": 282419, ""fraction"": 0.8606792935834336}, {""value"": ""1"", ""count"": 37209, ""fraction"": 0.11339540128300851}, {""value"": ""<MISSING>"", ""count"": 7743, ""fraction"": 0.023596995139195758}, {""value"": ""9"", ""count"": 532, ""fraction"": 0.0016212839227756869}, {""value"": ""7"", ""count"": 232, ""fraction"": 0.0007070260715863897}]","[{""value"": ""2.0"", ""count"": 94276, ""fraction"": 0.8619204783367923}, {""value"": ""1.0"", ""count"": 12296, ""fraction"": 0.11241646019802705}, {""value"": ""<MISSING>"", ""count"": 2535, ""fraction"": 0.023176295266915954}, {""value"": ""9.0"", ""count"": 184, ""fraction"": 0.0016822241929438009}, {""value"": ""7.0"", ""count"": 88, ""fraction"": 0.0008045420053209482}]",1.0,9.0,
68,BLIND,Blind or Difficulty seeing,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",binary,Two documented substantive responses,core_survey,7.24,[28],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.025273134533042804,0.02469395404968047,0.0005791804833623349,5,"[{""value"": ""2"", ""count"": 303019, ""fraction"": 0.923458332698432}, {""value"": ""1"", ""count"": 15620, ""fraction"": 0.047602358785256066}, {""value"": ""<MISSING>"", ""count"": 8293, ""fraction"": 0.025273134533042804}, {""value"": ""9"", ""count"": 609, ""fraction"": 0.001855943437914273}, {""value"": ""7"", ""count"": 594, ""fraction"": 0.0018102305453548083}]","[{""value"": ""2.0"", ""count"": 101088, ""fraction"": 0.9241993435668638}, {""value"": ""1.0"", ""count"": 5186, ""fraction"": 0.04741312317720952}, {""value"": ""<MISSING>"", ""count"": 2701, ""fraction"": 0.02469395404968047}, {""value"": ""9.0"", ""count"": 208, ""fraction"": 0.001901644739849514}, {""value"": ""7.0"", ""count"": 196, ""fraction"": 0.0017919344663966574}]",1.0,9.0,
69,DECIDE,Difficulty Concentrating or Remembering,"Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions?",binary,Two documented substantive responses,core_survey,7.25,[29],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.026598808417267285,0.025973907239963796,0.0006249011773034885,5,"[{""value"": ""2"", ""count"": 286511, ""fraction"": 0.8731497706736556}, {""value"": ""1"", ""count"": 30818, ""fraction"": 0.09391866152650585}, {""value"": ""<MISSING>"", ""count"": 8728, ""fraction"": 0.026598808417267285}, {""value"": ""7"", ""count"": 1347, ""fraction"": 0.004105017751839944}, {""value"": ""9"", ""count"": 731, ""fraction"": 0.0022277416307312538}]","[{""value"": ""2.0"", ""count"": 95485, ""fraction"": 0.8729737883871675}, {""value"": ""1.0"", ""count"": 10344, ""fraction"": 0.09457025571636238}, {""value"": ""<MISSING>"", ""count"": 2841, ""fraction"": 0.025973907239963796}, {""value"": ""7.0"", ""count"": 465, ""fraction"": 0.004251273096298192}, {""value"": ""9.0"", ""count"": 244, ""fraction"": 0.002230775560208084}]",1.0,9.0,
70,DIFFWALK,Difficulty Walking or Climbing Stairs,Do you have serious difficulty walking or climbing stairs?,binary,Two documented substantive responses,core_survey,7.26,[29],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.02788181693510293,0.027427568363214146,0.0004542485718887837,5,"[{""value"": ""2"", ""count"": 262441, ""fraction"": 0.7997958157465678}, {""value"": ""1"", ""count"": 54915, ""fraction"": 0.16735489966020084}, {""value"": ""<MISSING>"", ""count"": 9149, ""fraction"": 0.02788181693510293}, {""value"": ""7"", ""count"": 989, ""fraction"": 0.0030140033827540493}, {""value"": ""9"", ""count"": 641, ""fraction"": 0.001953464275374465}]","[{""value"": ""2.0"", ""count"": 87596, ""fraction"": 0.8008484261147021}, {""value"": ""1.0"", ""count"": 18253, ""fraction"": 0.1668784684445826}, {""value"": ""<MISSING>"", ""count"": 3000, ""fraction"": 0.027427568363214146}, {""value"": ""7.0"", ""count"": 308, ""fraction"": 0.002815897018623319}, {""value"": ""9.0"", ""count"": 222, ""fraction"": 0.0020296400588778467}]",1.0,9.0,
71,DIFFDRES,Difficulty Dressing or Bathing,Do you have difficulty dressing or bathing?,binary,Two documented substantive responses,core_survey,7.27,[29],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.0287442668413915,0.028378390733138904,0.0003658761082525955,5,"[{""value"": ""2"", ""count"": 303999, ""fraction"": 0.9264449083456504}, {""value"": ""1"", ""count"": 13870, ""fraction"": 0.042269187986651836}, {""value"": ""<MISSING>"", ""count"": 9432, ""fraction"": 0.0287442668413915}, {""value"": ""9"", ""count"": 557, ""fraction"": 0.0016974720770414615}, {""value"": ""7"", ""count"": 277, ""fraction"": 0.0008441647492647843}]","[{""value"": ""2.0"", ""count"": 101556, ""fraction"": 0.9284780442315252}, {""value"": ""1.0"", ""count"": 4439, ""fraction"": 0.0405836586547692}, {""value"": ""<MISSING>"", ""count"": 3104, ""fraction"": 0.028378390733138904}, {""value"": ""9.0"", ""count"": 190, ""fraction"": 0.0017370793296702291}, {""value"": ""7.0"", ""count"": 90, ""fraction"": 0.0008228270508964244}]",1.0,9.0,
72,DIFFALON,Difficulty Doing Errands Alone,"Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor’s office or shopping?",binary,Two documented substantive responses,core_survey,7.28,[30],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.030054703094762825,0.02978633924245056,0.00026836385231226306,5,"[{""value"": ""2"", ""count"": 292218, ""fraction"": 0.8905420025294467}, {""value"": ""1"", ""count"": 24696, ""fraction"": 0.07526170630990293}, {""value"": ""<MISSING>"", ""count"": 9862, ""fraction"": 0.030054703094762825}, {""value"": ""9"", ""count"": 699, ""fraction"": 0.002130220793271062}, {""value"": ""7"", ""count"": 660, ""fraction"": 0.0020113672726164537}]","[{""value"": ""2.0"", ""count"": 97494, ""fraction"": 0.8913411166677333}, {""value"": ""1.0"", ""count"": 8170, ""fraction"": 0.07469441117581986}, {""value"": ""<MISSING>"", ""count"": 3258, ""fraction"": 0.02978633924245056}, {""value"": ""9.0"", ""count"": 239, ""fraction"": 0.0021850629462693938}, {""value"": ""7.0"", ""count"": 218, ""fraction"": 0.0019930699677268944}]",1.0,9.0,
73,SMOKE100,Smoked at Least 100 Cigarettes,Have you smoked at least 100 cigarettes in your entire life? [Note: 5 packs = 100 cigarettes],categorical,A small set of documented response categories,core_survey,8.1,[30],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.03212397336462127,0.03198054471150769,0.0001434286531135781,5,"[{""value"": ""2"", ""count"": 178357, ""fraction"": 0.5435476252152316}, {""value"": ""1"", ""count"": 136828, ""fraction"": 0.41698691087509715}, {""value"": ""<MISSING>"", ""count"": 10541, ""fraction"": 0.03212397336462127}, {""value"": ""7"", ""count"": 1332, ""fraction"": 0.004059304859280479}, {""value"": ""9"", ""count"": 1077, ""fraction"": 0.0032821856857695765}]","[{""value"": ""2.0"", ""count"": 59456, ""fraction"": 0.5435778348677535}, {""value"": ""1.0"", ""count"": 45616, ""fraction"": 0.4170453194854588}, {""value"": ""<MISSING>"", ""count"": 3498, ""fraction"": 0.03198054471150769}, {""value"": ""7.0"", ""count"": 456, ""fraction"": 0.00416899039120855}, {""value"": ""9.0"", ""count"": 353, ""fraction"": 0.003227310544071531}]",1.0,9.0,
74,SMOKDAY2,Frequency of Days Now Smoking,"Do you now smoke cigarettes every day, some days, or not at all?",ordinal,Documented categories follow a meaningful order,core_survey,8.2,[30],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.5832325110091883,0.5832198136753856,1.269733380271365e-05,6,"[{""value"": ""<MISSING>"", ""count"": 191379, ""fraction"": 0.5832325110091883}, {""value"": ""3"", ""count"": 90838, ""fraction"": 0.2768311822877779}, {""value"": ""1"", ""count"": 32444, ""fraction"": 0.09887393907995184}, {""value"": ""2"", ""count"": 13230, ""fraction"": 0.040318771237448}, {""value"": ""9"", ""count"": 176, ""fraction"": 0.0005363646060310543}, {""value"": ""7"", ""count"": 68, ""fraction"": 0.00020723177960290734}]","[{""value"": ""<MISSING>"", ""count"": 63792, ""fraction"": 0.5832198136753856}, {""value"": ""3.0"", ""count"": 30208, ""fraction"": 0.276177328371991}, {""value"": ""1.0"", ""count"": 10706, ""fraction"": 0.09787984896552354}, {""value"": ""2.0"", ""count"": 4590, ""fraction"": 0.04196417959571764}, {""value"": ""9.0"", ""count"": 67, ""fraction"": 0.0006125490267784492}, {""value"": ""7.0"", ""count"": 16, ""fraction"": 0.00014628036460380878}]",1.0,9.0,
75,STOPSMK2,Stopped Smoking in past 12 months,"During the past 12 months, have you stopped smoking for one day or longer because you were trying to quit smoking?",categorical,A small set of documented response categories,core_survey,8.3,[31],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.8609566184649611,0.8602839667577872,0.0006726517071738991,5,"[{""value"": ""<MISSING>"", ""count"": 282510, ""fraction"": 0.8609566184649611}, {""value"": ""1"", ""count"": 25793, ""fraction"": 0.07860484251908513}, {""value"": ""2"", ""count"": 19676, ""fraction"": 0.05996312493333537}, {""value"": ""7"", ""count"": 127, ""fraction"": 0.00038703582367013577}, {""value"": ""9"", ""count"": 29, ""fraction"": 8.837825894829872e-05}]","[{""value"": ""<MISSING>"", ""count"": 94097, ""fraction"": 0.8602839667577872}, {""value"": ""1.0"", ""count"": 8802, ""fraction"": 0.0804724855776703}, {""value"": ""2.0"", ""count"": 6424, ""fraction"": 0.058731566388429225}, {""value"": ""7.0"", ""count"": 51, ""fraction"": 0.00046626866217464047}, {""value"": ""9.0"", ""count"": 5, ""fraction"": 4.571261393869024e-05}]",1.0,9.0,
76,LASTSMK2,Interval Since Last Smoked,"How long has it been since you last smoked a cigarette, even one or two puffs?",ordinal,Documented categories follow a meaningful order,core_survey,8.4,[31],"[{""code"": ""77"", ""label"": ""Don’t know/Not sure""}, {""code"": ""99"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.7233882395965076,0.7239598094698251,0.0005715698733175234,11,"[{""value"": ""<MISSING>"", ""count"": 237369, ""fraction"": 0.7233882395965076}, {""value"": ""7"", ""count"": 60264, ""fraction"": 0.183656117146906}, {""value"": ""5"", ""count"": 11707, ""fraction"": 0.035677388879577006}, {""value"": ""6"", ""count"": 9007, ""fraction"": 0.02744906821887333}, {""value"": ""4"", ""count"": 3000, ""fraction"": 0.009142578511892971}, {""value"": ""1"", ""count"": 1916, ""fraction"": 0.005839060142928978}, {""value"": ""3"", ""count"": 1867, ""fraction"": 0.005689731360568059}, {""value"": ""2"", ""count"": 1731, ""fraction"": 0.005275267801362244}, {""value"": ""8"", ""count"": 650, ""fraction"": 0.0019808920109101436}, {""value"": ""77"", ""count"": 520, ""fraction"": 0.001584713608728115}]","[{""value"": ""<MISSING>"", ""count"": 79186, ""fraction"": 0.7239598094698251}, {""value"": ""7.0"", ""count"": 20032, ""fraction"": 0.18314301648396858}, {""value"": ""5.0"", ""count"": 3858, ""fraction"": 0.03527185291509339}, {""value"": ""6.0"", ""count"": 3078, ""fraction"": 0.028140685140657713}, {""value"": ""4.0"", ""count"": 1007, ""fraction"": 0.009206520447252215}, {""value"": ""1.0"", ""count"": 619, ""fraction"": 0.005659221605609852}, {""value"": ""2.0"", ""count"": 588, ""fraction"": 0.005375803399189972}, {""value"": ""3.0"", ""count"": 582, ""fraction"": 0.005320948262463544}, {""value"": ""8.0"", ""count"": 240, ""fraction"": 0.0021942054690571315}, {""value"": ""77.0"", ""count"": 169, ""fraction"": 0.0015450863511277302}]",1.0,99.0,
